headline,description,category,source,url
১১ পণ্য আমদানি আরও সহজ করতে ব্যাংকগুলোকে নির্দেশ,এখন থেকে ব্যবসায়ীরা ১১ ধরনের পণ্য আমদানির ক্ষেত্রে ঋণপত্র বা এলসির মার্জিন ব্যাংকের সঙ্গে কথা বলে ন্যূনতম পর্যায়ে কমাতে পারবেন।,business,prothomalo,https://www.prothomalo.com/business/xvq3373v2u
দুই কার্গো এলএনজি কেনা হচ্ছে সিঙ্গাপুর ও সুইজারল্যান্ড থেকে,সুইজারল্যান্ডের টোটাল এনার্জিস থেকে এলএনজি আমদানিতে প্রতি এমএমবিটিইউর দাম পড়বে ১৩ দশমিক ১১ ডলার। সিঙ্গাপুরের গানভোর থেকে আনতে ১৩ দশমিক ৪৭ ডলার পড়বে।,business,prothomalo,https://www.prothomalo.com/business/wh0oht7syp
"জিতেছেন ডোনাল্ড ট্রাম্প, তবে লাভ ইলন মাস্কের","ট্রাম্পের প্রচার দলের সিনিয়র উপদেষ্টা ব্রায়ান হিউজ জানিয়েছেন, ইলন মাস্ককে একটি ‘কমিশনের’ দায়িত্ব দেওয়ার কথা ভাবছেন ট্রাম্প।",business,prothomalo,https://www.prothomalo.com/business/world-business/2mw4u7d65k
গ্রাহকদের প্রয়োজন ছাড়া ব্যাংক থেকে টাকা না তোলার আহ্বান জানিয়েছে বাংলাদেশ ব্যাংক,"বাংলাদেশ ব্যাংকের মুখপাত্র বলেছেন, কিছু গ্রাহক প্রয়োজন ছাড়া আমানতের টাকা তুলে তা অন্য ব্যাংকে জমা করছেন। এর ফলে কোনো কোনো ব্যাংক টাকা দিতে সমস্যায় পড়ছে। ",business,prothomalo,https://www.prothomalo.com/business/bank/2tkqq4sx8c
পূর্বাচলে শুরু হয়েছে চার দিনের আন্তর্জাতিক প্রদর্শনী,উদ্বোধনী অনুষ্ঠানে প্রধান অতিথি হিসেবে উপস্থিত ছিলেন বেসামরিক বিমান পরিবহন ও পর্যটন মন্ত্রণালয় সচিব নাসরীন জাহান।,business,prothomalo,https://www.prothomalo.com/business/vtbwrsqc4p
নিত্যপণ্য আমদানিতে অর্থ বরাদ্দ নিশ্চিত করা হয়েছে: সালেহউদ্দিন আহমেদ,"খাদ্যদ্রব্যের মজুত গুরুত্বপূর্ণ। ভবিষ্যতে কী কী জিনিস আমদানি বা মজুত করতে হবে সরকারি ও বেসরকারি পর্যায়ে, এসব বিষয়ে আজকের বৈঠকে আলোচনা হয়েছে।",business,prothomalo,https://www.prothomalo.com/business/economics/zj8s0g3txm
"জাতীয় নিরাপত্তা নিয়ে উদ্বেগ, চীনা চিপ কোম্পানিকে শেয়ার বিক্রির নির্দেশ দিল ব্রিটেন",এই চিপ কোম্পানির মালিক প্রতিষ্ঠান ফিউচার টেকনোলজি ডিভাইসেস ইন্টারন্যাশনাল হোল্ডিং লিমিটেডকে বুধবার এই নির্দেশ দেওয়া হয়েছে।,business,prothomalo,https://www.prothomalo.com/business/world-business/isrqtzqg1v
কোহিনূর কেমিক্যালসের লভ্যাংশ ও এজিএমের তারিখ ঘোষণা,আগামী ১৭ ডিসেম্বর কোম্পানিটির বার্ষিক সাধারণ সভা (এজিএম) অনুষ্ঠিত হবে। রেকর্ড তারিখ নির্ধারণ করা হয়েছে ২৮ নভেম্বর।,business,prothomalo,https://www.prothomalo.com/business/market/ijov4kvh6c
"সূচকের উত্থান-পতন, সোয়া এক ঘণ্টায় লেনদেন ২০৪ কোটি টাকা",এদিকে আজও ঢাকার শেয়ারবাজারে সূচকের উত্থানে বড় ভূমিকা রাখছে ইসলামী ব্যাংক। কোম্পানিটি লেনদেনের শীর্ষে রয়েছে।,business,prothomalo,https://www.prothomalo.com/business/market/iei9g410bx
মার্কিন নির্বাচন নিয়ে বিনিয়োগকারীদের কেন এত উদ্বেগ,"বিনিয়োগকারীদের উদ্বেগের জায়গা হলো, যদি ফলাফল স্পষ্ট না হয় বা নির্বাচন বিতর্কিত হয়, তাহলে রাজনৈতিক অনিশ্চয়তার কারণে বাজারে অস্থিরতা আরও বাড়তে পারে।",business,prothomalo,https://www.prothomalo.com/business/world-business/kd9gkgbbcd
১২ নভেম্বর বিএসআরএম স্টিলের পর্ষদ সভা,গতকাল বিএসআরএম স্টিলসের শেয়ারের সর্বশেষ দাম ছিল ৫৫ টাকা ২০ পয়সা।,business,prothomalo,https://www.prothomalo.com/business/market/gd26np326u
খেলাপি ঋণ আদায়ে এস আলমের জমি নিলামে তুলছে জনতা ব্যাংক,১ হাজার ৮৫০ কোটি টাকার খেলাপি ঋণ আদায়ের জন্য ব্যাংকটি এস আলম গ্রুপের ১ হাজার ৮৬০ শতাংশ জমি নিলামে তুলেছে।,business,prothomalo,https://www.prothomalo.com/business/i1fzmc913n
টেকসই ডেনিম কাপড় ও পোশাকের চাহিদা বাড়ছে,বিশ্বজুড়ে ক্রেতাদের মধ্যে সচেতনতা বাড়ছে। ব্র্যান্ড ও ক্রেতা প্রতিষ্ঠানগুলোও এখন টেকসই পণ্য কেনায় জোর দিচ্ছে।,business,prothomalo,https://www.prothomalo.com/business/i6o4anc4dn
"সূচকের বড় উত্থান অব্যাহত, বেড়েছে লেনদেন","এনবিআর গতকাল সোমবার মূলধনি মুনাফার কর কমানোর আদেশ জারি করে। তাতে আজ সূচক ২ শতাংশের বেশি বৃদ্ধি পায়, লেনদেনও ৮০০ কোটি টাকা ছাড়িয়ে যায়।",business,prothomalo,https://www.prothomalo.com/business/market/uhj9oo66qw
"ট্রাম্প জিতলে বিশ্ব বাণিজ্যের কী হবে, বাংলাদেশের বাণিজ্যে কী ঘটতে পারে","ডোনাল্ড ট্রাম্পের নতুন মেয়াদে কেবল চীন নয়, বরং বিশ্বের সব দেশই তাঁর কঠোর বাণিজ্যনীতির আঁচ টের পাবে।",business,prothomalo,https://www.prothomalo.com/business/world-business/49jzbjg1v5
অ্যাডভার্টাইজিং এজেন্সিজ অ্যাসোসিয়েশন অব বাংলাদেশের নতুন নির্বাহী পরিষদ গঠন,রাজধানীর বনানীতে অনুষ্ঠিত এএএবির বার্ষিক সাধারণ সভায় নতুন নির্বাহী কমিটি গঠনের প্রস্তাব গৃহীত হয়।,business,prothomalo,https://www.prothomalo.com/business/corporate/o3o7199c07
প্রথম তিন প্রান্তিকে সিটি ব্যাংকের পরিচালন মুনাফা বাড়ল ৭৭ শতাংশ,"এমডি ও সিইও মাসরুর আরেফিন বলেন, চলতি বছর শেষে ব্যাংকটির পরিচালন মুনাফা এই প্রথম ২ হাজার কোটি টাকা ছাড়িয়ে যাবে বলে তিনি আশাবাদী।",business,prothomalo,https://www.prothomalo.com/business/corporate/ivkj3js4ac
বিশ্বের শীর্ষ ১০ বিমান নির্মাণকারী কোম্পানি কোনগুলো,বাজার মূলধনের দিক থেকে এখন বিশ্বেও শীর্ষ তিনটি কোম্পানির মধ্যে দুটি হচ্ছে এয়ারবাস ও বোয়িং। কিন্তু এই তালিকায় প্রথম নামটি হলো মার্কিন কোম্পানি লকহিড মার্টিনের।,business,prothomalo,https://www.prothomalo.com/business/world-business/x8isjg4zxd
বিটকয়েনের প্রতিষ্ঠাতার পরিচয় উদ্‌ঘাটনে আরেকটি ব্যর্থ প্রচেষ্টা,"বিটকয়েনের এমন উল্কার গতিতে উত্থান সত্ত্বেও এক গভীর রহস্যে অনুদ্‌ঘাটিত রয়ে গেছে। সেটা হলো, এর প্রতিষ্ঠাতা রহস্যময় সাতোশি নাকামোটোর প্রকৃত পরিচয় এখনো কেউ জানে না।",business,prothomalo,https://www.prothomalo.com/business/world-business/sy9nlwcs6j
শ্রমিক অসন্তোষের কারণে জিএনএফএলের কার্যক্রম বন্ধ,কোম্পানির চেয়ারম্যান ও ব্যবস্থাপনা পরিচালকের সঙ্গে যোগাযোগ করা যাচ্ছে না। সম্ভবত তাঁরা দেশের বাইরে আছেন।,business,prothomalo,https://www.prothomalo.com/business/market/xkqwst7e1l
এলসি ছাড়াই আমদানি-রপ্তানির সুযোগ বাড়বে,বাণিজ্য মন্ত্রণালয় আজ আন্তসীমান্ত ডিজিটাল বাণিজ্য নীতিমালার খসড়া তৈরি করেছে এবং সংশ্লিষ্ট পক্ষগুলোর কাছ থেকে মতামত চেয়ে চিঠি পাঠিয়েছে।,business,prothomalo,https://www.prothomalo.com/business/jghds9xc4o
ঢাকায় দুই দিনব্যাপী ডেনিম প্রদর্শনী শুরু,"এবারের প্রদর্শনীতে স্বাগতিক বাংলাদেশসহ ভারত, পাকিস্তান, চীন, তুরস্ক, স্পেন ও ইতালির ৪৫টির বেশি প্রতিষ্ঠান অংশ নিয়েছে।",business,prothomalo,https://www.prothomalo.com/business/2we0osbn5s
"সোনার দাম ভরিতে কমেছে ১,৩৬৫ টাকা",বাংলাদেশ জুয়েলার্স সমিতি (বাজুস) আজ সোমবার রাতে সোনার দাম কমানোর এ ঘোষণা দেয়। নতুন দর আগামীকাল মঙ্গলবার থেকে কার্যকর হবে।,business,prothomalo,https://www.prothomalo.com/business/9jeqkbedfl
মূল্যস্ফীতির বড় পতনের পর রেকর্ড পরিমাণ নীতি সুদহার কমিয়েছে পাকিস্তান,"পাকিস্তানের অর্থনীতি অনেক দিন ধরেই খারাপ অবস্থার মধ্যে রয়েছে। অর্থনীতিবিদেরা মনে করেন, অর্থনৈতিক প্রবৃদ্ধি জোরদার করতে সুদের হার কমানো প্রয়োজন।",business,prothomalo,https://www.prothomalo.com/business/gcvx5v8w8o
বেসিক ব্যাংকে চেয়ারম্যান হিসেবে নিয়োগ পেলেন হেলাল আহমেদ চৌধুরী,হেলাল আহমেদ চৌধুরীর বেসিক ব্যাংকের পরিচালনা পর্ষদে পরিচালক ও চেয়ারম্যান হিসেবে যোগদানের তারিখ আবশ্যিকভাবে আর্থিক প্রতিষ্ঠান বিভাগকে জানাতে বলা হয়েছে।,business,prothomalo,https://www.prothomalo.com/business/bank/r10i15x40n
এফবিসিসিআইয়ের সহায়ক কমিটি পুনর্গঠন,কমিটির একজন সদস্য দায়িত্ব পালনে অপরাগতা প্রকাশ করায় তাঁকে বাদ দিয়ে নতুন করে দুজনকে নেওয়া হয়েছে। এতে কমিটির সদস্যসংখ্যা দাঁড়াল ৪।,business,prothomalo,https://www.prothomalo.com/business/industry/jaeddem1iu
হজযাত্রীদের বিমান টিকিটের আবগারি শুল্ক প্রত্যাহার করেছে এনবিআর," এ ছাড়া যাত্রী নিরাপত্তা ফি, এম্বারকেশন ফি ও এয়ারপোর্ট নিরাপত্তা ফির ওপর মূল্য সংযোজন কর (মূসক) বা ভ্যাটও প্রত্যাহার করা হয়েছে।",business,prothomalo,https://www.prothomalo.com/business/sgpcq9wxbh
"এগিয়ে আসছে সময়সীমা, আদানির পাওনা পরিশোধে দ্রুত ব্যবস্থা নিচ্ছে বাংলাদেশ",ঝাড়খন্ড রাজ্যের গড্ডায় অবস্থিত ১ হাজার ৬০০ মেগাওয়াট সক্ষমতার কেন্দ্র থেকে আদানি পাওয়ার বাংলাদেশে বিদ্যুৎ রপ্তানি করে।,business,prothomalo,https://www.prothomalo.com/business/yac2c0apv3
শেয়ারবাজারে মূলধনি মুনাফার কর কমিয়ে ১৫ শতাংশ করা হয়েছে,৫০ লাখ টাকার অধিক অর্জিত মূলধনি মুনাফার ওপর আয়কর ও সারচার্জ বাবদ সর্বোচ্চ করহার ৪০ দশমিক ৫০ শতাংশ থেকে কমিয়ে ২০ দশমিক ২৫ শতাংশ করা হয়েছে।,business,prothomalo,https://www.prothomalo.com/business/market/ibm7q2ddt3
জুলাই-সেপ্টেম্বর প্রান্তিকে মুনাফা কমেছে এবি ব্যাংকের,চলতি অর্থ বছরের জানুয়ারি-সেপ্টেম্বর সময়ে কোম্পানিটির শেয়ার প্রতি ১৯ পয়সা সমন্বিত আয় হয়েছে। গত বছর একই সময়ে শেয়ার প্রতি সমন্বিত আয় হয়েছিল ৫৪ পয়সা।,business,prothomalo,https://www.prothomalo.com/business/market/6dzn83xza6
ইসলামী ব্যাংকের ডিএমডি পদে ৬ জনের পদোন্নতি,এই ছয় কর্মকর্তা ইসলামী ব্যাংকের সিনিয়র এক্সিকিউটিভ ভাইস প্রেসিডেন্ট হিসেবে কর্মরত ছিলেন।,business,prothomalo,https://www.prothomalo.com/business/corporate/mnrirqwz60
প্রবাসী আয়ে অক্টোবরেও বড় প্রবৃদ্ধি,"কেন্দ্রীয় ব্যাংক প্রবাসী আয় বাড়াতে সাম্প্রতিক সময়ে যেসব উদ্যোগ নিয়েছে, তা দেশে দীর্ঘদিন ধরে চলা ডলার–সংকট কাটাতে সাহায্য করছে।",business,prothomalo,https://www.prothomalo.com/business/bank/c6rmlclkve
বিনিয়োগে জটিলতা ও দীর্ঘসূত্রতা সমাধানের আহ্বান কোরীয় ব্যবসায়ীদের,"দক্ষিণ কোরিয়ার রাষ্ট্রদূত পার্ক ইয়ং সিক মনে করেন, মুক্তবাণিজ্য চুক্তি (এফটিএ) হলে তাঁর দেশে বাংলাদেশের পোশাক রপ্তানি বাড়বে।",business,prothomalo,https://www.prothomalo.com/business/7a4o5xxdpz
দুই মাসে ১ লাখ ৬৭ হাজার করদাতা অনলাইনে রিটার্ন জমা দিয়েছেন,"এনবিআর আশা করছে, চলতি নভেম্বর মাসের শেষদিকে প্রতিদিন গড়ে ৫০ হাজার রিটার্ন জমা পড়বে।",business,prothomalo,https://www.prothomalo.com/business/sz1d40by84
"যত খুশি ওয়েজ আর্নার্স বন্ড কিনতে পারবেন নাবিক, পাইলট ও কেবিন ক্রুরা","অভ্যন্তরীণ সম্পদ বিভাগ (আইআরডি) আজ রোববার একটি প্রজ্ঞাপন জারি করেছে, যা আগামী ১ ডিসেম্বর থেকে কার্যকর।",business,prothomalo,https://www.prothomalo.com/business/personal-finance/mydcdesdwj
"বকেয়ার বিষয় নিষ্পত্তি না হলে বাংলাদেশে বিদ্যুৎ বন্ধ করবে আদানি, সময়সীমা ৭ নভেম্বর","ভারতীয় গণমাধ্যমের খবরে বলা হয়েছে, বাংলাদেশের কাছে আদানির পাওনা দাঁড়িয়েছে ৮৫ কোটি ডলার বা ৭ হাজার ২০০ কোটি রুপি।",business,prothomalo,https://www.prothomalo.com/business/ao5zjwtodf
"রাজনীতির কাছে জিম্মি ছিল আমলাতন্ত্র, শ্বেতপত্র কমিটির সঙ্গে বৈঠকে বললেন আমলারা",আজ সরকারের ৮৫ জন উচ্চপর্যায়ের কর্মকর্তার সঙ্গে আলোচনা করেছে শ্বেতপত্র কমিটি। বৈঠকে ৩২ জন সচিব ও সিনিয়র সচিব উপস্থিত ছিলেন।,business,prothomalo,https://www.prothomalo.com/business/economics/s0wiqi4kn3
নির্বাচনের আগের মাসে যুক্তরাষ্ট্রের কর্মসংস্থানে ধস,"মার্কিন শ্রম দপ্তরের তথ্যানুসারে, গত অক্টোবরে মাত্র ১২ হাজার নতুন কর্মসংস্থান হয়েছে। যেখানে সেপ্টেম্বর মাসে মোট ২ লাখ ২৩ হাজার নতুন কর্মসংস্থান হয়েছিল।",business,prothomalo,https://www.prothomalo.com/business/world-business/nfzpkvvcp4
পরিবেশবান্ধব স্বীকৃতি পেল আরও একটি কারখানা,২০২৪ সালে এ নিয়ে মোট ২৪টি কারখানা পরিবেশবান্ধব কারখানার স্বীকৃতি পেয়েছে। ২০২৩ সালে মোট সনদ পেয়েছিল ২৪টি কারখানা।,business,prothomalo,https://www.prothomalo.com/business/industry/0z1pvwqks0
বেশ কিছু বেসরকারি ব্যাংকে ছাঁটাই-আতঙ্ক,এসআইবিএল এস আলম গ্রুপের নিয়োগ দেওয়া ৫৭৯ কর্মকর্তাকে চাকরি থেকে বাদ দিয়েছে। ইউসিবিও শতাধিক কর্মকর্তাকে ছাঁটাইয়ের তালিকা চূড়ান্ত করেছে।,business,prothomalo,https://www.prothomalo.com/business/bank/jgumyzoxgk
এসিআই কনজ্যুমার ব্র্যান্ডসের প্রধান ব্যবসা কর্মকর্তা হলেন কামরুল হাসান,এসিআই কনজ্যুমার ব্র্যান্ডসের প্রধান ব্যবসা কর্মকর্তা বা চিফ বিজনেস অফিসার (সিবিও) হয়েছেন কামরুল হাসান। সম্প্রতি তাঁকে এ পদে পদোন্নতি দেওয়া হয়েছে।,business,prothomalo,https://www.prothomalo.com/business/corporate/jx33og9w8e
"আইএমএফের নির্বাহী পরিচালক হলেন নিষেধাজ্ঞায় থাকা রুশ কর্মকর্তা, কাজ করা নিয়ে সংশয়",মার্কিন অর্থ বিভাগের একজন মুখপাত্র সেনিয়া ইউদায়েভার ওপরে দেওয়া নিষেধাজ্ঞা নিয়ে মন্তব্য করতে অস্বীকৃতি জানান।,business,prothomalo,https://www.prothomalo.com/business/7l9jmmjv01
বছরে গড়ে ১২-১৫ বিলিয়ন ডলার সমপরিমাণ অর্থ পাচার হয়েছে: ইফতেখারুজ্জামান,"টিআইবির ধারণা, বাংলাদেশ থেকে বছরে গড়ে ১২-১৫ বিলিয়ন ডলার সমপরিমাণ অর্থ পাচার হয়েছে।",business,prothomalo,https://www.prothomalo.com/business/economics/9x8vvhpnen
রাজস্ব আয়ে টেসলাকে ছাড়িয়ে গেল চীনের বিওয়াইডি,গাড়ি বিক্রিতে বিওয়াইডি টেসলাকে টক্কর দিতে না পারলেও তৃতীয় ত্রৈমাসিকে তাদের গাড়ি বিক্রি অনেকটাই বেড়েছে।,business,prothomalo,https://www.prothomalo.com/business/world-business/lumwp43naj
বাংলাদেশ নিয়ে যুক্তরাষ্ট্রের বিনিয়োগকারীদের আগ্রহ বাড়ছে,অগমেডিক্স গত ১০ বছরে বাংলাদেশে কার্যক্রম পরিচালনা করছে। মাত্র ৬০ জন দিয়ে শুরু করে তাদের কর্মী বাহিনী এখন প্রায় ১ হাজার ৩০০ জনের।,business,prothomalo,https://www.prothomalo.com/business/corporate/mpdsruksh3
"দেশি পর্যটকদের বিদেশ ভ্রমণে ধাক্কা, কমেছে পর্যটন ব্যবসা",রাজনৈতিক পটপরিবর্তনের পর ভারত ভিসা দেওয়া সীমিত করেছে।,business,prothomalo,https://www.prothomalo.com/business/tc1owwesrj
"৪০ কর্মকর্তাকে পদত্যাগে সময় বেঁধে দিয়েছে ইউসিবি, শুরু হয়েছে ছাঁটাই–আতঙ্ক",এই ২০ কর্মকর্তার মধ্যে কয়েকজন ইতিমধ্যে পদত্যাগ করেছেন। অনেকে এই সপ্তাহের মধ্যে পদত্যাগ করবেন বলেও জানা গেছে।,business,prothomalo,https://www.prothomalo.com/business/bank/trrfyyqt6j
"অপরিকল্পিত ঋণের বিশাল দায়, ভারসাম্য নেই সরকারি আয় ও ব্যয়ে",সরকারি আয় ও ব্যয়ের মধ্যে ভারসাম্য নেই। রাজস্ব আহরণ ও সরকারি ব্যয়ের ক্ষেত্রে সুষ্ঠু কোনো পরিকল্পনা না থাকার কারণেই এমন হয়েছে।,business,prothomalo,https://www.prothomalo.com/business/economics/ellxqiqvv4
জুলাই–সেপ্টেম্বর প্রান্তিকে লোকসান হয়েছে ইসলামী ব্যাংকের,তৃতীয় প্রান্তিকের লোকসান সত্ত্বেও বছরের প্রথম ৯ মাসে বা তিন প্রান্তিকে ব্যাংকটি মুনাফার ধারায় আছে।,business,prothomalo,https://www.prothomalo.com/business/market/38k6j0xt9r
এসআইবিএলে ‘এস আলমের নিয়োগ দেওয়া’ ৫৭৯ কর্মকর্তা চাকরিচ্যুত,সোশ্যাল ইসলামী ব্যাংক লিমিটেড (এসআইবিএল) বিতর্কিত ব্যবসায়ী গোষ্ঠী এস আলম গ্রুপ নিয়ন্ত্রিত পর্ষদের নিয়োগ দেওয়া ৫৭৯ কর্মকর্তাকে চাকরিচ্যুত করেছে ব্যাংকটির বর্তমান পর্ষদ।,business,prothomalo,https://www.prothomalo.com/business/bank/e5bys1xsye
"চালের মজুত বৃদ্ধির উদ্যোগ, আমদানি শুল্ক প্রত্যাহার","চাল আমদানির প্রয়োজনীয় উদ্যোগ নিতে খাদ্য মন্ত্রণালয়কে নির্দেশনা। খাদ্য অধিদপ্তর বলেছে, জরুরি ভিত্তিতে ১০ লাখ টন আমদানি করতে হবে।",business,prothomalo,https://www.prothomalo.com/business/tmu99dey18
"পেঁয়াজের কেজি ১৫০ টাকা ছাড়িয়েছে, আলুর দামও বাড়তি","দুই সপ্তাহে বাজারে দেশি পেঁয়াজের দাম ৩৫ টাকা পর্যন্ত বেড়েছে। ",business,prothomalo,https://www.prothomalo.com/business/ugrqjfdejg
"পেঁয়াজের দামে ‘অস্বাভাবিক’ ওঠানামা, এবার তিন দিনে মণে কমল ৮০০ টাকা","আড়তদার ও ব্যবসায়ীরা বলছেন, দেশি পেঁয়াজের মজুত ও সরবরাহ কমায় বাজার অনেকটাই আমদানিনির্ভর হয়ে পড়ছে।",business,prothomalo,https://www.prothomalo.com/business/x0tqm4vgdb
তৃতীয় প্রান্তিকে নিট প্রিমিয়াম আয় কমেছে ডেল্টা লাইফের,চলতি অর্থবছরের জুলাই-সেপ্টেম্বর সময়ে ডেল্টা লাইফের মোট ব্যয় হয়েছে ৩৪৮ কোটি ৮১ লাখ টাকা। আগের বছরের একই সময়ে ব্যয় হয়েছিল ২৫৬ কোটি ৪০ লাখ টাকা।,business,prothomalo,https://www.prothomalo.com/business/market/gbkic8tvtb
জুলাই–সেপ্টেম্বর প্রান্তিকে মুনাফা কমেছে গ্রীন ডেল্টা ইনস্যুরেন্সের,পুঁজিবাজারে তালিকাভুক্ত কোম্পানি ৩০ সেপ্টেম্বর ২০২৪ তারিখে সমাপ্ত তৃতীয় প্রান্তিকের অনিরীক্ষিত আর্থিক প্রতিবেদন প্রকাশ করেছে।,business,prothomalo,https://www.prothomalo.com/business/market/bq7yxj1w9j
তৃতীয় প্রান্তিকে মুনাফা কমেছে ইস্টার্ন ব্যাংকের,অর্থবছরের প্রথম তিন প্রান্তিকে বা ৯ মাসে (জানুয়ারি-সেপ্টেম্বর) ইস্টার্ন ব্যাংকের মুনাফা আগের বছরের একই সময়ের তুলনায় বেড়েছে।,business,prothomalo,https://www.prothomalo.com/business/market/0j60ilp6r1
ফরিদপুরে পেঁয়াজের দাম পাঁচ বছরে সর্বোচ্চ,বাজারে পেঁয়াজের সরবরাহ কম থাকায় দাম বাড়ছে। অল্প কিছু পেঁয়াজ কৃষকদের কাছে অবশিষ্ট আছে। কৃষকেরা সেই পেঁয়াজ ধীরে ধীরে বাজারে ছাড়ছেন।,business,prothomalo,https://www.prothomalo.com/business/6qvcbq3cwh
তৈরি পোশাকের মূল্য সংযোজনেও গরমিল,"বাংলাদেশ ব্যাংকের সর্বশেষ দুটি ত্রৈমাসিক প্রতিবেদন বিশ্লেষণে দেখা যায়, রপ্তানির তথ্য সংশোধন করায় গত দুই অর্থবছরে সাত প্রান্তিকে তৈরি পোশাক প্রকৃত রপ্তানি কমেছে।",business,prothomalo,https://www.prothomalo.com/business/industry/0hcc3kjecg
সিটি ব্যাংকের পরিচালন মুনাফায় বড় লাফ," ব্যাংকটি চলতি বছরের প্রথম ৯ মাসে (জানুয়ারি-সেপ্টেম্বর) ১,৬৫৩ কোটি টাকার পরিচালন মুনাফা অর্জন করেছে, যা গত বছরের একই সময়ে ছিল ৯৩২ কোটি টাকা।",business,prothomalo,https://www.prothomalo.com/business/market/r90p3snh4e
