headline,description,category,source,url
ঢাকা উত্তরসহ চার মহানগর ও ৬ জেলার বিএনপির পূর্ণাঙ্গ ও আহ্বায়ক কমিটি অনুমোদন,বিএনপির জ্যেষ্ঠ যুগ্ম মহাসচিব রুহুল কবির রিজভী আজ সোমবার বিএনপির কমিটিগুলো অনুমোদনের ঘোষণা দিয়েছেন।,politics,prothomalo,https://www.prothomalo.com/politics/irhhnykl3r
জনপ্রশাসন সংস্কারে এবি পার্টি ৯ দফা প্রস্তাব দিল,জনপ্রশাসনে অরাজকতা নিরসন ও সংস্কারে ৯ দফা প্রস্তাব দিয়েছে এবি পার্টি।,politics,prothomalo,https://www.prothomalo.com/politics/y8imlquz4s
অংশীজনদের মতামত নেওয়া শুরু করছে সংবিধান সংস্কার কমিশন,সংবিধান সংস্কারের সুপারিশ তৈরির জন্য অংশীজনদের মতামত ও প্রস্তাব নেবে সংবিধান সংস্কার কমিশন।,politics,prothomalo,https://www.prothomalo.com/politics/260inw08jx
ইসি গঠনে রাজনৈতিক দলের কাছে নাম চেয়েছে অনুসন্ধান কমিটি,আজ রোববার মন্ত্রিপরিষদ বিভাগের এক বিজ্ঞপ্তিতে নাম চাওয়ার এ তথ্য জানানো হয়েছে।,politics,prothomalo,https://www.prothomalo.com/politics/ddur35m1zt
অতি দ্রুত নির্বাচনের পরিবেশ তৈরি করুন: মির্জা ফখরুল,রাজনীতিবিদেরা ক্ষমতায় যাওয়ার জন্য উসখুস করছেন বলে একজন উপদেষ্টার বক্তব্যের কঠোর সমালোচনা করেছেন তিনি।,politics,prothomalo,https://www.prothomalo.com/politics/eo2vir15e2
জাহাঙ্গীরনগর বিশ্ববিদ্যালয় সংস্কারের ৪১ দফা প্রস্তাব ছাত্রশিবিরের,"প্রস্তাবনা পেশ করেন শিবিরের সভাপতি হারুনুর রশিদ, সাধারণ সম্পাদক মহিবুর রহমান ও প্রচার সম্পাদক আবদুল্লাহ আল মামুন। ",politics,prothomalo,https://www.prothomalo.com/bangladesh/district/qkfhvlcj3t
"চট্টগ্রামে শাহাদাত জিতেছিলেন, ফল কেড়ে নেওয়া হয়েছিল: ফখরুল",চট্টগ্রাম সিটির মেয়র হিসেবে শাহাদাতকে স্বীকৃতি দেওয়ায় অন্তর্বর্তী সরকার ও বিচারকদের ধন্যবাদ জানিয়েছেন ফখরুল।,politics,prothomalo,https://www.prothomalo.com/politics/e5d3eqlroa
"জাতীয় পার্টি চাপে, বিএনপি মনে করে অযথাই এমন পরিস্থিতি ","হঠাৎ জাতীয় পার্টির (জাপা) কেন্দ্রীয় কার্যালয়ে হামলা, ভাঙচুর ও অগ্নিসংযোগের ঘটনায় এখন দলটি আলোচনায়। এ নিয়ে রাজনৈতিক মহলে প্রতিক্রিয়া হয়েছে। ",politics,prothomalo,https://www.prothomalo.com/politics/a59ajrxur2
"থানা পর্যায়ে কমিটি করছে জাতীয় নাগরিক কমিটি, বয়সসীমা সর্বোচ্চ ৫০",থানা পর্যায়ে কমিটি গঠন করছে জাতীয় নাগরিক কমিটি। এ জন্য ৯টি নির্দেশনা দিয়েছে তারা।,politics,prothomalo,https://www.prothomalo.com/politics/ex4pwdqavu
রাজনৈতিক দলকে নিষিদ্ধ করার আমরা কারা : মির্জা ফখরুল,"বিএনপি মহাসচিব মির্জা ফখরুল ইসলাম আলমগীর। তিনি বলেছেন, ‘রাজনৈতিক দলকে নিষিদ্ধ করার আমরা কারা। জনগণ সিদ্ধান্ত নেবে।’",politics,prothomalo,https://www.prothomalo.com/politics/qn5fpbd53b
রিজভীর সঙ্গে সাবেক ২০ সেনা কর্মকর্তার মতবিনিময়,"রিজভীর সঙ্গে সাক্ষাতে ছিলেন এমন একজন সাবেক সেনা কর্মকর্তা প্রথম আলোকে বলেন, মূলত রুহুল কবির রিজভী তাঁদের সঙ্গে আলোচনা করতে চেয়েছিলেন।",politics,prothomalo,https://www.prothomalo.com/politics/c7xgdm502t
সংবিধান সংস্কার প্রক্রিয়ায় আস্থা প্রকাশ করেছেন ড. কামাল,ড. কামাল হোসেন সংবিধান সংস্কার কমিশনের প্রধানসহ উপস্থিত সদস্যদের সঙ্গে শুভেচ্ছা বিনিময় করেন এবং সংবিধান সংস্কার প্রক্রিয়ায় আস্থা প্রকাশ করেন।,politics,prothomalo,https://www.prothomalo.com/politics/k3jc94o2ub
"আমু হয়ে উঠেছিলেন গডফাদার,  ‘বিশেষ চাপ’ দিয়ে  করতেন জমি দখল",নৈশপ্রহরী থেকে শুরু করে সব চাকরিতে আমুকে টাকা দিতে হতো। বিএনপির নেতা-কর্মীরা বাড়িতে ঘুমাতে পারেননি।,politics,prothomalo,https://www.prothomalo.com/bangladesh/district/ikp885laqk
দেশকে ধ্বংসস্তূপে পরিণত করে আ.লীগ নেতারা পালিয়েছেন,লুটপাট ও দুঃশাসনের মাধ্যমে দেশকে ধ্বংসস্তূপে পরিণত করে আওয়ামী লীগ নেতারা পালিয়ে গেছেন।,politics,prothomalo,https://www.prothomalo.com/politics/lxbbu3kpo1
জামায়াতে ইসলামীর বিরুদ্ধে ষড়যন্ত্র করা হচ্ছে: সৈয়দ আবদুল্লাহ মোহাম্মদ তাহের,"জামায়াত নেতা তাহের আরও বলেন, ‘যারা জালেম, লুটেরা, ক্ষমতার অপব্যবহারকারী, যারা অবৈধ শাসন প্রতিষ্ঠার জন্য দায়ী, তাদের কঠিন বিচারের আওতায় আনতে হবে।’",politics,prothomalo,https://www.prothomalo.com/politics/vr23jqjcuu
ফ্যাসিবাদী ব্যবস্থার বিদায় নিশ্চিত করতে হবে: জোনায়েদ সাকি,শেখ হাসিনার পরিবার ও তাদের দোসররা বাংলাদেশ থেকে ১০০ কোটি ডলারের বেশি অর্থ পাচার করেছে।,politics,prothomalo,https://www.prothomalo.com/politics/rrmfnl969x
জাতীয় পার্টি নিষেধাজ্ঞা ভেঙে কর্মসূচি করতে চাইলে ‘বসে না থাকার’ ঘোষণা,"বিন ইয়ামিন মোল্লা প্রথম আলোকে বলেন, ‘পুলিশের সিদ্ধান্তকে আমরা ইতিবাচকভাবে দেখছি। এই নিষেধাজ্ঞার পরও জাতীয় পার্টি সভা-সমাবেশ করতে চাইলে আমরা বসে থাকব না।’",politics,prothomalo,https://www.prothomalo.com/politics/rt7fsbca9l
জাতীয় পার্টির শনিবারের বিক্ষোভ সমাবেশ স্থগিত,"জাতীয় পার্টির মহাসচিব মো. মুজিবুল হক প্রথম আলোকে বলেন, আইনের প্রতি শ্রদ্ধা জানিয়ে আমরা শনিবারের বিক্ষোভ সমাবেশ কর্মসূচি স্থগিত করেছি।",politics,prothomalo,https://www.prothomalo.com/politics/96triz3y4k
কাকরাইলসহ আশপাশে আগামীকাল সভা-সমাবেশে নিষেধাজ্ঞা দিয়েছে পুলিশ,আজ শুক্রবার রাত সাড়ে ৭টার দিকে এক গণবিজ্ঞপ্তি জারি করে এই নিষেধাজ্ঞার কথা জানিয়েছে ডিএমপি।,politics,prothomalo,https://www.prothomalo.com/politics/ncwq0nlxjx
"অন্তর্বর্তী সরকার দ্রব্যমূল্য কমাতে পারেনি, বরং বেড়েছে: রুহিন হোসেন",অন্তর্বর্তীকালীন সরকারকে কোনো দল বা গোষ্ঠীর হয়ে ভূমিকা না নিয়ে জনস্বার্থে ভূমিকা নেওয়ার আহ্বান জানান রুহিন হোসেন।,politics,prothomalo,https://www.prothomalo.com/politics/xsc20oziz0
সাবেক মন্ত্রী উবায়দুল মোকতাদির চৌধুরী পাঁচ দিনের রিমান্ডে,বিএনপির কর্মী মকবুল হত্যা মামলায় আসামি উবায়দুল মোকতাদির চৌধুরীর জড়িত থাকার তথ্য পাওয়া গেছে।,politics,prothomalo,https://www.prothomalo.com/politics/pn2l9hhr1h
"কেউ ভয় পাবেন না, শনিবারের কর্মসূচি চালু থাকবে: জি এম কাদের","জি এম কাদের বলেন, ‘আমরা কোনো অপরাধ করিনি। আমাদের জোর করে অপরাধী করা হচ্ছে।",politics,prothomalo,https://www.prothomalo.com/politics/zwvuma4qii
"‘দেশে কি প্রশাসন নেই’, পুড়ে যাওয়া কার্যালয়ে এসে জাতীয় পার্টির নেতা-কর্মীদের ক্ষোভ","জাতীয় পার্টির অনেকেরই জিজ্ঞাসা, দেশে কি প্রশাসন নেই, এভাবে কার্যালয়টি পুড়িয়ে দেওয়া হলো। কোনো বাধা দেওয়া হলো না।",politics,prothomalo,https://www.prothomalo.com/politics/r3pwgwlitv
সমাজ ও রাষ্ট্র বদলের এ সুযোগের সদ্ব্যবহার করতে হবে,বাংলাদেশ জাসদের ৫২তম প্রতিষ্ঠাবার্ষিকীর আলোচনা সভা।,politics,prothomalo,https://www.prothomalo.com/politics/740qbfrg2c
দ্রুত নির্বাচন হলে রাষ্ট্র পরিবর্তনের কাজও তাড়াতাড়ি হবে: মির্জা ফখরুল,দ্রুত নির্বাচন হলে রাষ্ট্র পরিবর্তনের কাজও তাড়াতাড়ি হবে বলে মনে করেন বিএনপির মহাসচিব মির্জা ফখরুল ইসলাম আলমগীর।,politics,prothomalo,https://www.prothomalo.com/politics/t32yqwkk4g
হাসানুল হক ইনুসহ সব রাজবন্দীর নিঃশর্ত মুক্তি দাবি জাসদের,জাসদের ৫২তম প্রতিষ্ঠাবার্ষিকী বৃহস্পতিবার অনুষ্ঠিত হয়েছে।,politics,prothomalo,https://www.prothomalo.com/politics/w87uk32ykq
"৬ এলাকায় বিএনপির চিঠি: নির্বাচনী সমঝোতা, নাকি অপ্রীতিকর ঘটনা এড়ানো","যুগপৎ আন্দোলনের শরিক দলগুলোর ছয় নেতাকে এলাকায় জনসংযোগ ও সাংগঠনিক কার্যক্রমে সহযোগিতা করতে বিএনপির দেওয়া চিঠি নিয়ে নিজ দল ও শরিকদের মধ্যে বিভ্রান্তি তৈরি হয়েছে। ",politics,prothomalo,https://www.prothomalo.com/politics/etrcplh8px
সাবেক কৃষিমন্ত্রী আব্দুস শহীদের চার দিনের রিমান্ড মঞ্জুর,দ্বাদশ জাতীয় সংসদ নির্বাচনে আব্দুস শহীদ মৌলভীবাজার-৪ আসন থেকে সংসদ সদস্য নির্বাচিত হয়েছিলেন।,politics,prothomalo,https://www.prothomalo.com/politics/gi3em9wdae
সায়মা ওয়াজেদের পরিবর্তে বিশ্ব স্বাস্থ্য সংস্থার সঙ্গে সরাসরি যোগাযোগ চেয়ে চিঠি দিয়েছে সরকার,"সংবাদ ব্রিফিংয়ে সাংবাদিকদের প্রশ্নের জবাবে উপ–প্রেস সচিব অপূর্ব জাহাঙ্গীর বলেন, সায়মা ওয়াজেদ পতিত স্বৈরাচারের পরিবারের সদস্য। তিনি বাংলাদেশের জন্য কতটুকু সহায়তায় আসবেন, সেটিও একটি প্রশ্ন।",politics,prothomalo,https://www.prothomalo.com/bangladesh/ekuxbj5rex
"সজাগ দৃষ্টি রাখবেন, আপনার সম্মানের জায়গাটা যাতে নষ্ট না হয়: ড. ইউনূসের প্রতি মির্জা ফখরুল","মির্জা ফখরুল বলেন, ‘আমরা একটা জটিল সময় পার করছি। যুদ্ধ শেষ হয়ে যায়নি। চক্রান্ত শেষ হয়নি। সবাইকে সতর্ক থাকতে হবে। ফ্যাসিস্টরা এখনো সক্রিয়।",politics,prothomalo,https://www.prothomalo.com/politics/yt9s0kx7d4
সংবিধান–সংশ্লিষ্ট বিষয়ে সিদ্ধান্তের ক্ষেত্রে তাড়াহুড়া না করার পরামর্শ তারেক রহমানের,আজ মঙ্গলবার সন্ধ্যায় রাজধানীর ইস্কাটনে লেডিস ক্লাবে দুর্গাপূজা–পরবর্তী সনাতন ধর্মাবলম্বীদের সঙ্গে এক শুভেচ্ছা বিনিময় অনুষ্ঠানে ভার্চ্যুয়ালি যুক্ত হয়ে এ কথা বলেন তিনি।,politics,prothomalo,https://www.prothomalo.com/politics/fges9o883j
রিটে সিপিবি-বাসদ ও কর্নেল অলির দলের নাম থাকায় ‘বিব্রত’ জাতীয় নাগরিক কমিটি,এখন একটি সুন্দর প্রক্রিয়ায় ‘গুছিয়ে’ রিট করার কথা ভাবা হচ্ছে বলে জানিয়েছেন কমিটির আহ্বায়ক নাসীরুদ্দীন পাটওয়ারী।,politics,prothomalo,https://www.prothomalo.com/politics/u9ljd9l8ug
রাজনৈতিক দলগুলোকে নিয়ে কাউন্সিল গঠনের পরামর্শ দেবেন ছাত্রনেতারা,আজ মঙ্গলবার দুপুরে রাজধানীর পুরানা পল্টনের মুক্তি ভবনে বাম গণতান্ত্রিক জোটের নেতাদের সঙ্গে বৈষম্যবিরোধী ছাত্র আন্দোলন ও জাতীয় নাগরিক কমিটির যৌথ প্রতিনিধিদলের বৈঠক হয়।,politics,prothomalo,https://www.prothomalo.com/politics/0dhz3d9a67
তারেক রহমানের সিদ্ধান্তের বাইরে কিছু হবে না: নুরুল হক প্রসঙ্গে গোলাম মাওলা,গলাচিপা ও দশমিনা উপজেলা নিয়ে গঠিত পটুয়াখালী–৩ আসনে সর্বশেষ বিএনপির হয়ে ধানের শীষ প্রতীকে নির্বাচন করেন গোলাম মাওলা রনি।,politics,prothomalo,https://www.prothomalo.com/bangladesh/district/n5ddz0armf
৩১ দফা সংস্কার প্রস্তাব ও নির্বাচনের দাবিতে কর্মসূচি শুরু করছে বিএনপি,বিএনপির চেয়ারপারসনের কার্যালয়ে গতকাল রাতে অনুষ্ঠিত দলের স্থায়ী কমিটির সভায় নতুন করে কার্যক্রম জোরদারের সিদ্ধান্ত হয়। একইসঙ্গে কর্মসূচি শুরুর বিষয়ে সিদ্ধান্ত নেওয়া হয়।,politics,prothomalo,https://www.prothomalo.com/politics/sxfjuzdjmy
"নির্বাচনের যাত্রা শুরু হয়েছে, কমিশন গঠনে সার্চ কমিটির প্রজ্ঞাপন শিগগিরই: আসিফ নজরুল",আগামী ত্রয়োদশ জাতীয় সংসদ নির্বাচনের যাত্রা শুরু হয়েছে বলে জানিয়েছেন আইন উপদেষ্টা আসিফ নজরুল।,politics,prothomalo,https://www.prothomalo.com/bangladesh/dlon2j2qhw
"আওয়ামী লীগকে রাজনীতির বাইরে রাখতে করা রিটের শুনানি হতে পারে আজ  ","বিকেলে ফলাফলের ঘরে দেখা যায়, রিট দুটির বিষয়ে ‘আউট’ লেখা রয়েছে। ",politics,prothomalo,https://www.prothomalo.com/bangladesh/9hxzhtbtgc
জামায়াত নেতাদের সঙ্গে আইআরআই প্রতিনিধিদলের সৌজন্য সাক্ষাৎ,যুক্তরাষ্ট্রভিত্তিক বেসরকারি সংস্থা আইআরআইয়ের একটি প্রতিনিধিদল জামায়াতে ইসলামীর নেতাদের সঙ্গে মতবিনিময় করেছেন।,politics,prothomalo,https://www.prothomalo.com/politics/sfvsrrek40
আওয়ামী লীগের কোনো নৈতিক অধিকার নেই ভোটের ময়দানে ফিরে আসার: জামায়াতের আমির,২০০৬ সালের ২৮ অক্টোবরের পেছনে তৎকালীন চারদলীয় জোটের ‘দুর্বল’ ভূমিকাকে দায়ী করেন আরেক নায়েবে আমির সৈয়দ আবদুল্লাহ মো. তাহের।,politics,prothomalo,https://www.prothomalo.com/politics/9o4wn4b7ay
"ছাত্রলীগের ‘পদধারী অনেকেই আন্দোলনে ছিলেন’, সবাইকে গ্রেপ্তারের পক্ষে নন সারজিস","সারজিস আলম বলেছেন, অনেককেই বাধ্য হয়ে ছাত্রলীগ করতে হয়েছে। তাঁদের অনেকে বৈষম্যবিরোধী ছাত্র আন্দোলনে ছিলেন।",politics,prothomalo,https://www.prothomalo.com/politics/bmczdwknrt
আবারও ফ্রান্স দলে নেই এমবাপ্পে,কিলিয়ান এমবাপ্পে আবারও ফ্রান্স জাতীয় দলের বাইরে। তাঁকে রাখা হয়নি ইসরায়েল ও ইতালির ম্যাচের দলে,sports,prothomalo,https://www.prothomalo.com/sports/football/61m4eov8w5
ভারতের বিপক্ষে ভালো খেলে আইপিএলে দল পাওয়ার আশা মার্করামদের,শুক্রবার শুরু হচ্ছে দক্ষিণ আফ্রিকা-ভারত টি-টোয়েন্টি সিরিজ। আইপিএলের মেগা নিলামের আগে সেই সিরিজে ভালো করেই আইপিএল দল পেতে চান প্রোটিয়া ক্রিকেটাররা।,sports,prothomalo,https://www.prothomalo.com/sports/cricket/yj5x7uh6hn
"দল ঘোষণা করতে গিয়ে ভুল, জার্মান দলে লাটভিয়ান ফুটবলার",জার্মানির ফুটবল কর্তৃপক্ষ জাতীয় দলে এক লাটভিয়ান ফুটবলারের নাম যুক্ত করে দল ঘোষণা করেছে।,sports,prothomalo,https://www.prothomalo.com/sports/football/dnrdavigwh
ওয়েস্ট ইন্ডিজ সিরিজে খেলবেন তো মুশফিক,গতকাল শারজায় সিরিজের প্রথম ম্যাচে আফগানিস্তানের ইনিংসের শেষ দিকে উইকেটকিপিং করার সময় বাঁ হাতের তর্জনীতে চোট পান মুশফিক।,sports,prothomalo,https://www.prothomalo.com/sports/cricket/qb49llgz9u
আসছে জিয়া ক্রিকেট টুর্নামেন্ট,প্রয়াত রাষ্ট্রপতি জিয়াউর রহমানের নামে ক্রিকেট টুর্নামেন্ট শুরু হতে যাচ্ছে।,sports,prothomalo,https://www.prothomalo.com/sports/cricket/62l8r92ur9
বাবরকে কোহলির কাছ থেকে শিখতে বললেন পন্টিং,নিজেকে কীভাবে ফিরে পাবেন বাবর। সময়ের অন্যতম সেরা ব্যাটসম্যানকে ছন্দে ফেরার জন্য একটা পরামর্শ দিয়েছেন অস্ট্রেলিয়ার সাবেক অধিনায়ক রিকি পন্টিং।,sports,prothomalo,https://www.prothomalo.com/sports/cricket/sjl0gwt0qi
রাচিন রবীন্দ্রকে একাডেমিতে অনুশীলন করতে দিয়ে সমালোচনার মুখে চেন্নাই সুপার কিংস,নিউজিল্যান্ডের কাছে তিন টেস্টের সিরিজে ভারত ধবলধোলাই হওয়ার পর চেন্নাই সুপার কিংসের সমালোচনা করেছেন দেশটির সাবেক ক্রিকেটার রবিন উথাপ্পা।,sports,prothomalo,https://www.prothomalo.com/sports/cricket/bhgyzsppma
রোনালদোদের কাছে হারার পর চাকরি গেল আর্জেন্টাইন ক্রেসপোর,আল নাসরের কাছে হারের পর আর্জেন্টাইন কোচ হার্নান ক্রেসপোকে ছাঁটাই করেছে আল–আইন,sports,prothomalo,https://www.prothomalo.com/sports/football/fdjsaalf61
সমর্থকের মৃত্যুতে জয়ের আনন্দ ম্লান বায়ার্ন মিউনিখের,সমর্থকের মৃত্যুর খবরে বায়ার্নের মাঠ আলিয়াঞ্জ অ্যারেনায় শোকের আবহ নেমে আসে। তাঁর প্রতি সম্মান জানিয়ে গ্যালারিতে থাকা সমর্থকেরা গান গাওয়া বন্ধ করে দেন।,sports,prothomalo,https://www.prothomalo.com/sports/football/s6hfgncxnb
"চ্যাম্পিয়নস লিগে বার্সার ৫০০, ৬০০, ৭০০: মেসি, রাকিতিচ ও লেভা",চ্যাম্পিয়নস লিগে গতকাল রাতে জোড়া গোল করেন লেভানডফস্কি। আর এক গোল করলেই এই প্রতিযোগিতায় গোলের সেঞ্চুরি হবে পোলিশ তারকার।,sports,prothomalo,https://www.prothomalo.com/sports/football/f3lq6zql95
"১১ রানেই নেই শেষ ৭ উইকেট—শুধু বাংলাদেশই এমন নয়, অন্যরাও আছে",গত রাতে বাংলাদেশের মতো ১১ রানের মধ্যে শেষ ৭ উইকেটে হারানোর ঘটনা ওয়ানডে ইতিহাসে আরও তিনটি আছে।,sports,prothomalo,https://www.prothomalo.com/sports/cricket/h4fu5109eb
"অধিনায়ক হোপের ওপর ক্ষোভ, মাঠ থেকে বেরিয়ে গেলেন জোসেফ",ঘটনার সূত্রপাত ইংল্যান্ডের ইনিংসের চতুর্থ ওভারে। টসে হেরে আগে ব্যাটিংয়ে নামা ইংল্যান্ডের রান তখন ৩ ওভারে ১ উইকেট ১০।,sports,prothomalo,https://www.prothomalo.com/sports/cricket/p5c0svr34l
এটা বার্সেলোনা নাকি গোলের মেশিন,"চাইলে কেউ কেউ বার্সেলোনার এই নতুন যুগের একটি স্লোগানও ঠিক করতে পারেন—গোল, গোল, গোল চাই, গোল ছাড়া কথা নাই! ",sports,prothomalo,https://www.prothomalo.com/sports/football/7mhwv7c7nn
এক বছর পর ফিরে এক মাসের জন্য মাঠের বাইরে নেইমার,এএফসি চ্যাম্পিয়নস লিগে আল হিলালের পরের ম্যাচ ২৬ নভেম্বরে। সেই ম্যাচে নেইমারের খেলার সম্ভাবনা নেই বললেই চলে।,sports,prothomalo,https://www.prothomalo.com/sports/football/p8ynph5qqr
"বাংলাদেশ দেখিয়ে দিল, কীভাবে চট করে সিঙ্গাপুর হওয়া যায়",প্রিয় সংস্করণ ওয়ানডেতেও আফগানিস্তানের বিপক্ষে বড় হার। সেটাও মাত্র ২৩৫ রানের নিরীহ লক্ষ্যে।,sports,prothomalo,https://www.prothomalo.com/sports/cricket/5yml3pb5ee
"মুশফিকের আঙুলে চোট, খেলতে পারবেন না পরের ম্যাচ",আঙুলে চোট পাওয়ার কারণে মুশফিকুর রহিম কাল সাতে ব্যাটিং করেছেন। রাতেই পরীক্ষা-নিরীক্ষা করানোর পর তাঁর আঙুলের হাড়ে চিড় বা ফাটল ধরা পড়েছে।,sports,prothomalo,https://www.prothomalo.com/sports/cricket/j6ritw8uto
কিং–কার্টির সেঞ্চুরিতে সিরিজ ওয়েস্ট ইন্ডিজের,শেষ ওয়ানডেতে ইংল্যান্ডের দেওয়া ২৬৪ রানের লক্ষ্য লক্ষ্য ৮ উইকেট ও ৭ ওভার বাকি রেখে পেরিয়ে গেছে ওয়েস্ট ইন্ডিজ।,sports,prothomalo,https://www.prothomalo.com/sports/cricket/417wzxdtm6
"সিটিকে উড়িয়ে দেওয়া কে এই গয়োকেরেস  ",পরশু রাতে ম্যানচেস্টার সিটির বিপক্ষে হ্যাটট্রিক করেছেন সুইডিশ স্ট্রাইকার ভিক্টর গয়োকেরেস। এই ম্যাচ দিয়েই দারুণভাবে আলোচনায় এসেছেন এই স্ট্রাইকার।,sports,prothomalo,https://www.prothomalo.com/sports/football/vqzvq6yskn
আজ টিভিতে যা দেখবেন (৭ নভেম্বর ২০২৪),মেয়েদের বিগ ব্যাশ লিগে আছে দুটি ম্যাচ। রাতে ইউরোপা লিগ ও কনফারেন্স লিগ মিলে আছে কয়েকটি ম্যাচ।,sports,prothomalo,https://www.prothomalo.com/sports/jmsgqum1uw
"ইতালিতে আর্সেনালের আরেকটি হতাশার রাত, জয়ে ফিরল বায়ার্ন মিউনিখ",উয়েফা চ্যাম্পিয়নস লিগে ইংলিশ ক্লাব আর্সেনাল আজ খেলতে নেমেছিল ইতালির ইন্টার মিলানের মাঠে,sports,prothomalo,https://www.prothomalo.com/sports/football/oy8yb17n71
"বার্সেলোনার ৫ গোলের আনন্দ, প্যারিসে শেষ মুহূর্তের গোলে পিএসজির হার",উয়েফা চ্যাম্পিয়নস লিগের লিগ পর্বে নিজেদের চতুর্থ ম্যাচে বেলগ্রেডের মাঠে খেলতে নামে বার্সেলোনা,sports,prothomalo,https://www.prothomalo.com/sports/football/xw0js3h5wk
বাংলাদেশকে চমকে দেওয়া কে এই গজনফর,৬ ফুট ২ ইঞ্চি উচ্চতার স্পিনার গজনফর শুরুতে ছিলেন পেসার। উঠে এসেছেন টেনিস বলের ক্রিকেট খেলে। বল ঘোরানোয় দক্ষতা দেখে কোচদের পরামর্শে হন স্পিনার।,sports,prothomalo,https://www.prothomalo.com/sports/cricket/mn52i43cp3
